Ссылка на сайт поставщика/вендора,Ситилинк - Полное Наименование,PartNumber/Артикул Производителя,Бренд,Группа товаров,Модель,Код Товара
"https://www.samsung.com/global/galaxy/galaxy-s23/specs/_x000D_
","Смартфон Samsung Galaxy S23 Ultra 5G 12/1Tb,  SM-S918B,  лаванда",SM-S918BLIPCAU,SAMSUNG,Смартфоны,SM-S918B,1898965
"https://www.samsung.com/global/galaxy/galaxy-s23/specs/_x000D_
","Смартфон Samsung Galaxy S23 Ultra 5G 12/1Tb,  SM-S918B,  зеленый",SM-S918BZGPCAU,SAMSUNG,Смартфоны,SM-S918B,1898966
https://www.samsung.com/global/galaxy/galaxy-s23/specs/,"Смартфон Samsung Galaxy S23 Ultra 5G 12/1Tb,  SM-S918B,  черный фантом",SM-S918BZKPCAU,SAMSUNG,Смартфоны,SM-S918B,1898967
"https://www.samsung.com/global/galaxy/galaxy-s23/specs/_x000D_
","Смартфон Samsung Galaxy S23 Ultra 5G 12/1Tb,  SM-S918B,  кремовый",SM-S918BZEPCAU,SAMSUNG,Смартфоны,SM-S918B,1898968
"https://www.samsung.com/global/galaxy/galaxy-s23/specs/_x000D_
","Смартфон Samsung Galaxy S23 Ultra 5G 12/512Gb,  SM-S918B,  лаванда",SM-S918BLIHCAU,SAMSUNG,Смартфоны,SM-S918B,1898969
"https://www.samsung.com/global/galaxy/galaxy-s23/specs/_x000D_
","Смартфон Samsung Galaxy S23 Ultra 5G 12/512Gb,  SM-S918B,  кремовый",SM-S918BZEHCAU,SAMSUNG,Смартфоны,SM-S918B,1898970
"https://www.samsung.com/global/galaxy/galaxy-s23/specs/_x000D_
","Смартфон Samsung Galaxy S23 Ultra 5G 12/512Gb,  SM-S918B,  зеленый",SM-S918BZGHCAU,SAMSUNG,Смартфоны,SM-S918B,1898972
"https://www.samsung.com/global/galaxy/galaxy-s23/specs/_x000D_
","Смартфон Samsung Galaxy S23 Ultra 5G 12/512Gb,  SM-S918B,  черный фантом",SM-S918BZKHCAU,SAMSUNG,Смартфоны,SM-S918B,1898974
"https://www.samsung.com/global/galaxy/galaxy-s23/specs/_x000D_
","Смартфон Samsung Galaxy S23 Ultra 5G 12/256Gb,  SM-S918B,  лаванда",SM-S918BLIGCAU,SAMSUNG,Смартфоны,SM-S918B,1898976
"https://www.samsung.com/global/galaxy/galaxy-s23/specs/_x000D_
","Смартфон Samsung Galaxy S23 Ultra 5G 12/256Gb,  SM-S918B,  кремовый",SM-S918BZEGCAU,SAMSUNG,Смартфоны,SM-S918B,1898994
"https://www.samsung.com/global/galaxy/galaxy-s23/specs/_x000D_
","Смартфон Samsung Galaxy S23 Ultra 5G 12/256Gb,  SM-S918B,  зеленый",SM-S918BZGGCAU,SAMSUNG,Смартфоны,SM-S918B,1898995
"https://www.samsung.com/global/galaxy/galaxy-s23/specs/_x000D_
","Смартфон Samsung Galaxy S23 Ultra 5G 12/256Gb,  SM-S918B,  черный фантом",SM-S918BZKGCAU,SAMSUNG,Смартфоны,SM-S918B,1898998
"https://www.samsung.com/global/galaxy/galaxy-s23/specs/_x000D_
","Смартфон Samsung Galaxy S23+ 5G 8/512Gb,  SM-S916B,  лаванда",SM-S916BLIGCAU,SAMSUNG,Смартфоны,SM-S916B,1898999
"https://www.samsung.com/global/galaxy/galaxy-s23/specs/_x000D_
","Смартфон Samsung Galaxy S23+ 5G 8/512Gb,  SM-S916B,  кремовый",SM-S916BZEGCAU,SAMSUNG,Смартфоны,SM-S916B,1899000
"https://www.samsung.com/global/galaxy/galaxy-s23/specs/_x000D_
","Смартфон Samsung Galaxy S23+ 5G 8/512Gb,  SM-S916B,  зеленый",SM-S916BZGGCAU,SAMSUNG,Смартфоны,SM-S916B,1899001
"https://www.samsung.com/global/galaxy/galaxy-s23/specs/_x000D_
","Смартфон Samsung Galaxy S23+ 5G 8/512Gb,  SM-S916B,  черный фантом",SM-S916BZKGCAU,SAMSUNG,Смартфоны,SM-S916B,1899011
"https://www.samsung.com/global/galaxy/galaxy-s23/specs/_x000D_
","Смартфон Samsung Galaxy S23+ 5G 8/256Gb,  SM-S916B,  лаванда",SM-S916BLIDCAU,SAMSUNG,Смартфоны,SM-S916B,1899026
"https://www.samsung.com/global/galaxy/galaxy-s23/specs/_x000D_
","Смартфон Samsung Galaxy S23+ 5G 8/256Gb,  SM-S916B,  кремовый",SM-S916BZEDCAU,SAMSUNG,Смартфоны,SM-S916B,1899029
"https://www.samsung.com/global/galaxy/galaxy-s23/specs/_x000D_
","Смартфон Samsung Galaxy S23+ 5G 8/256Gb,  SM-S916B,  зеленый",SM-S916BZGDCAU,SAMSUNG,Смартфоны,SM-S916B,1899031
"https://www.samsung.com/global/galaxy/galaxy-s23/specs/_x000D_
","Смартфон Samsung Galaxy S23+ 5G 8/256Gb,  SM-S916B,  черный фантом",SM-S916BZKDCAU,SAMSUNG,Смартфоны,SM-S916B,1899033
https://www.samsung.com/global/galaxy/galaxy-s23/specs/,"Смартфон Samsung Galaxy S23 5G 8/256Gb,  SM-S911B,  лаванда",SM-S911BLIGCAU,SAMSUNG,Смартфоны,SM-S911B,1899038
https://www.samsung.com/global/galaxy/galaxy-s23/specs/,"Смартфон Samsung Galaxy S23 5G 8/256Gb,  SM-S911B,  кремовый",SM-S911BZEGCAU,SAMSUNG,Смартфоны,SM-S911B,1899040
https://www.samsung.com/global/galaxy/galaxy-s23/specs/,"Смартфон Samsung Galaxy S23 5G 8/256Gb,  SM-S911B,  зеленый",SM-S911BZGGCAU,SAMSUNG,Смартфоны,SM-S911B,1899042
https://www.samsung.com/global/galaxy/galaxy-s23/specs/,"Смартфон Samsung Galaxy S23 5G 8/256Gb,  SM-S911B,  черный фантом",SM-S911BZKGCAU,SAMSUNG,Смартфоны,SM-S911B,1899044
https://www.samsung.com/global/galaxy/galaxy-s23/specs/,"Смартфон Samsung Galaxy S23 5G 8/128Gb,  SM-S911B,  лаванда",SM-S911BLIDCAU,SAMSUNG,Смартфоны,SM-S911B,1899046
https://www.samsung.com/global/galaxy/galaxy-s23/specs/,"Смартфон Samsung Galaxy S23 5G 8/128Gb,  SM-S911B,  кремовый",SM-S911BZEDCAU,SAMSUNG,Смартфоны,SM-S911B,1899047
https://www.samsung.com/global/galaxy/galaxy-s23/specs/,"Смартфон Samsung Galaxy S23 5G 8/128Gb,  SM-S911B,  зеленый",SM-S911BZGDCAU,SAMSUNG,Смартфоны,SM-S911B,1899050
https://www.samsung.com/global/galaxy/galaxy-s23/specs/,"Смартфон Samsung Galaxy S23 5G 8/128Gb,  SM-S911B,  черный фантом",SM-S911BZKDCAU,SAMSUNG,Смартфоны,SM-S911B,1899052
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro 128Gb,  A2890,  черный космос",MPXV3BE/A,APPLE,Смартфоны,A2890,1899744
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro 128Gb,  A2890,  темно-фиолетовый",MQ0G3BE/A,APPLE,Смартфоны,A2890,1899747
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro 128Gb,  A2890,  золотой",MQ083BE/A,APPLE,Смартфоны,A2890,1899748
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro 256Gb,  A2890,  черный космос",MQ0T3BE/A,APPLE,Смартфоны,A2890,1899749
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro 256Gb,  A2890,  темно-фиолетовый",MQ1F3BE/A,APPLE,Смартфоны,A2890,1899754
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro 1Tb,  A2889,  золотой",MQ2U3J/A,APPLE,Смартфоны,A2889,1900340
https://www.samsung.com/global/galaxy/galaxy-s23/specs/,"Смартфон Samsung Galaxy S23 5G 8/256Gb,  SM-S911B,  кремовый",SM-S911BZECMEA,SAMSUNG,Смартфоны,SM-S911B,1900619
https://www.samsung.com/global/galaxy/galaxy-s23/specs/,"Смартфон Samsung Galaxy S23 5G 8/256Gb,  SM-S911B,  зеленый",SM-S911BZGCMEA,SAMSUNG,Смартфоны,SM-S911B,1900620
https://www.samsung.com/global/galaxy/galaxy-s23/specs/,"Смартфон Samsung Galaxy S23 5G 8/256Gb,  SM-S911B,  черный фантом",SM-S911BZKCMEA,SAMSUNG,Смартфоны,SM-S911B,1900621
"https://www.samsung.com/global/galaxy/galaxy-s23/specs/_x000D_
","Смартфон Samsung Galaxy S23+ 5G 8/256Gb,  SM-S916B,  лаванда",SM-S916BLIBMEA,SAMSUNG,Смартфоны,SM-S916B,1900622
"https://www.samsung.com/global/galaxy/galaxy-s23/specs/_x000D_
","Смартфон Samsung Galaxy S23+ 5G 8/256Gb,  SM-S916B,  черный фантом",SM-S916BZKBMEA,SAMSUNG,Смартфоны,SM-S916B,1900623
"https://www.samsung.com/global/galaxy/galaxy-s23/specs/_x000D_
","Смартфон Samsung Galaxy S23 Ultra 5G 12/256Gb,  SM-S918B,  лаванда",SM-S918BLICMEA,SAMSUNG,Смартфоны,SM-S918B,1900624
https://www.samsung.com/global/galaxy/galaxy-s23/specs/,"Смартфон Samsung Galaxy S23 Ultra 5G 12/256Gb,  SM-S918B,  кремовый",SM-S918BZECMEA,SAMSUNG,Смартфоны,SM-S918B,1900625
"https://www.samsung.com/global/galaxy/galaxy-s23/specs/_x000D_
","Смартфон Samsung Galaxy S23 Ultra 5G 12/256Gb,  SM-S918B,  зеленый",SM-S918BZGCMEA,SAMSUNG,Смартфоны,SM-S918B,1900626
https://www.samsung.com/global/galaxy/galaxy-s23/specs/,"Смартфон Samsung Galaxy S23 Ultra 5G 12/256Gb,  SM-S918B,  черный фантом",SM-S918BZKCMEA,SAMSUNG,Смартфоны,SM-S918B,1900627
"https://www.samsung.com/global/galaxy/galaxy-s23/specs/_x000D_
","Смартфон Samsung Galaxy S23 Ultra 5G 12/512Gb,  SM-S918B,  лаванда",SM-S918BLIQMEA,SAMSUNG,Смартфоны,SM-S918B,1900629
"https://www.samsung.com/global/galaxy/galaxy-s23/specs/_x000D_
","Смартфон Samsung Galaxy S23 Ultra 5G 12/512Gb,  SM-S918B,  кремовый",SM-S918BZEQMEA,SAMSUNG,Смартфоны,SM-S918B,1900630
https://www.samsung.com/global/galaxy/galaxy-s23/specs/,"Смартфон Samsung Galaxy S23 Ultra 5G 12/512Gb,  SM-S918B,  зеленый",SM-S918BZGQMEA,SAMSUNG,Смартфоны,SM-S918B,1900631
"https://www.samsung.com/global/galaxy/galaxy-s23/specs/_x000D_
","Смартфон Samsung Galaxy S23 Ultra 5G 12/512Gb,  SM-S918B,  черный фантом",SM-S918BZKQMEA,SAMSUNG,Смартфоны,SM-S918B,1900632
https://www.apple.com/ru/iphone-13/specs/,"Смартфон Apple iPhone 13 128Gb,  A2633,  сияющая звезда",MLPG3HN/A,APPLE,Смартфоны,A2633,1901131
"https://www.apple.com/ru/iphone-13/specs/_x000D_
","Смартфон Apple iPhone 13 128Gb,  A2633,  розовый",MLPH3HN/A,APPLE,Смартфоны,A2633,1901135
"https://www.apple.com/ru/iphone-13/specs/_x000D_
","Смартфон Apple iPhone 13 128Gb,  A2633,  синий",MLPK3HN/A,APPLE,Смартфоны,A2633,1901138
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro Max 512Gb,  A2896,  серебристый",MQ8E3ZA/A,APPLE,Смартфоны,A2896,1901217
"https://www.apple.com/iphone-14-pro/specs/_x000D_
","Смартфон Apple iPhone 14 Pro 512Gb,  A2892,  черный космос",MQ1J3ZA/A,APPLE,Смартфоны,A2892,1901218
"https://www.apple.com/iphone-14-pro/specs/_x000D_
","Смартфон Apple iPhone 14 Pro 512Gb,  A2892,  серебристый",MQ1R3ZA/A,APPLE,Смартфоны,A2892,1901219
"https://www.apple.com/iphone-14-pro/specs/_x000D_
","Смартфон Apple iPhone 14 Pro 512Gb,  A2892,  золотой",MQ203ZA/A,APPLE,Смартфоны,A2892,1901220
https://www.po.co/global/product/poco-m5/specs,"Смартфон Xiaomi Poco M5 6/128Gb,  зеленый",42484,XIAOMI,Смартфоны,нет,1901542
https://www.po.co/global/product/poco-m5/specs,"Смартфон Xiaomi Poco M5 6/128Gb,  черный",42495,XIAOMI,Смартфоны,нет,1901543
https://www.po.co/global/product/poco-m5/specs,"Смартфон Xiaomi Poco M5 6/128Gb,  желтый",42506,XIAOMI,Смартфоны,нет,1901544
https://www.po.co/ru/product/poco-m5s/specshttps://www.po.co/ru/product/poco-m5s/specs,"Смартфон Xiaomi Poco M5s 6/128Gb,  белый",43198,XIAOMI,Смартфоны,нет,1901545
https://www.po.co/ru/product/poco-m5s/specshttps://www.po.co/ru/product/poco-m5s/specs,"Смартфон Xiaomi Poco M5s 6/128Gb,  голубой",43239,XIAOMI,Смартфоны,нет,1901546
https://www.po.co/ru/product/poco-m5s/specshttps://www.po.co/ru/product/poco-m5s/specs,"Смартфон Xiaomi Poco M5s 6/128Gb,  серый",43243,XIAOMI,Смартфоны,нет,1901547
https://www.po.co/ru/product/poco-x5-pro-5g/,"Смартфон Xiaomi Poco X5 Pro 5G 8/256Gb,  черный",43973,XIAOMI,Смартфоны,нет,1901548
https://www.po.co/ru/product/poco-x5-pro-5g/,"Смартфон Xiaomi Poco X5 Pro 5G 8/256Gb,  голубой",44005,XIAOMI,Смартфоны,нет,1901549
https://www.po.co/ru/product/poco-x5-pro-5g/,"Смартфон Xiaomi Poco X5 Pro 5G 8/256Gb,  желтый",44009,XIAOMI,Смартфоны,нет,1901550
https://www.po.co/ru/product/poco-x5-pro-5g/,"Смартфон Xiaomi Poco X5 Pro 5G 6/128Gb,  черный",44013,XIAOMI,Смартфоны,нет,1901551
https://www.po.co/ru/product/poco-x5-pro-5g/,"Смартфон Xiaomi Poco X5 Pro 5G 6/128Gb,  голубой",43987,XIAOMI,Смартфоны,нет,1901552
https://www.po.co/ru/product/poco-x5-pro-5g/,"Смартфон Xiaomi Poco X5 Pro 5G 6/128Gb,  желтый",43986,XIAOMI,Смартфоны,нет,1901553
https://www.po.co/ru/product/poco-x5-5g/specs,"Смартфон Xiaomi Poco X5 5G 8/256Gb,  черный",45038,XIAOMI,Смартфоны,нет,1901554
https://www.po.co/ru/product/poco-x5-5g/specs,"Смартфон Xiaomi Poco X5 5G 8/256Gb,  голубой",45045,XIAOMI,Смартфоны,нет,1901555
https://www.po.co/ru/product/poco-x5-5g/specs,"Смартфон Xiaomi Poco X5 5G 8/256Gb,  зеленый",45048,XIAOMI,Смартфоны,нет,1901556
https://www.po.co/ru/product/poco-x5-5g/specs,"Смартфон Xiaomi Poco X5 5G 6/128Gb,  черный",45049,XIAOMI,Смартфоны,нет,1901557
https://www.po.co/ru/product/poco-x5-5g/specs,"Смартфон Xiaomi Poco X5 5G 6/128Gb,  голубой",45040,XIAOMI,Смартфоны,нет,1901558
https://www.po.co/ru/product/poco-x5-5g/specs,"Смартфон Xiaomi Poco X5 5G 6/128Gb,  зеленый",45043,XIAOMI,Смартфоны,нет,1901559
https://www.samsung.com/global/galaxy/galaxy-s23/specs/,"Смартфон Samsung Galaxy S23 5G 8/256Gb,  SM-S911B,  лаванда",SM-S911BLICMEA,SAMSUNG,Смартфоны,SM-S911B,1902742
https://www.samsung.com/global/galaxy/galaxy-s23/specs/,"Смартфон Samsung Galaxy S23+ 5G 8/256Gb,  SM-S916B,  зеленый",SM-S916BZGBMEA,SAMSUNG,Смартфоны,SM-S916B,1902775
https://www.apple.com/ru/iphone-11/specs/,"Смартфон Apple iPhone 11 128Gb,  A2221,  черный",MHDH3AA/A,APPLE,Смартфоны,A2221,1904149
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro Max 128Gb,  A2896,  темно-фиолетовый",MQ863CH/A,APPLE,Смартфоны,A2896,1906117
https://ru.tecno-mobile.com/phones/tech-specs/tecspecs/pova-4-pro/,"Смартфон TECNO Pova 4 Pro 8/256Gb,  черный",TCN-LG8N.256.RUOR,TECNO,Смартфоны,нет,1906433
https://www.samsung.com/sa_en/smartphones/galaxy-a/galaxy-a14-black-mist-64gb-sm-a145pzkdmea/#specs,"Смартфон Samsung Galaxy A14 4/64Gb,  SM-A145,  светло-зеленый",SM-A145PLGDMEA,SAMSUNG,Смартфоны,SM-A145,1907844
https://www.samsung.com/sa_en/smartphones/galaxy-a/galaxy-a14-black-mist-64gb-sm-a145pzkdmea/#specs,"Смартфон Samsung Galaxy A14 4/64Gb,  SM-A145,  черный",SM-A145PZKDMEA,SAMSUNG,Смартфоны,SM-A145,1907851
https://www.samsung.com/sa_en/smartphones/galaxy-a/galaxy-a14-black-mist-64gb-sm-a145pzkdmea/#specs,"Смартфон Samsung Galaxy A14 4/64Gb,  SM-A145,  серебристый",SM-A145PZSDMEA,SAMSUNG,Смартфоны,SM-A145,1907853
https://www.apple.com/ru/iphone-12/specs/,"Смартфон Apple iPhone 12 128Gb,  A2403,  белый",MGJC3HN/A,APPLE,Смартфоны,A2403,1908696
https://www.apple.com/ru/iphone-11/specs/,"Смартфон Apple iPhone 11 128Gb,  A2221,  черный",MHDH3LZ/A,APPLE,Смартфоны,A2221,1908733
https://www.apple.com/iphone-14/specs/,"Смартфон Apple iPhone 14 Plus 128Gb,  A2888,  фиолетовый",MQ373ZA/A,APPLE,Смартфоны,A2888,1908736
https://www.apple.com/iphone-14/specs/,"Смартфон Apple iPhone 14 Plus 256Gb,  A2888,  сияющая звезда",MQ3D3ZA/A,APPLE,Смартфоны,A2888,1908738
https://www.apple.com/ru/iphone-11/specs/,"Смартфон Apple iPhone 11 128Gb,  A2221,  черный",MHDH3HN/A,APPLE,Смартфоны,A2221,1909944
https://www.apple.com/ru/iphone-11/specs/,"Смартфон Apple iPhone 11 128Gb,  A2221,  черный",MHDH3QL/A,APPLE,Смартфоны,A2221,1909946
https://www.apple.com/ru/iphone-11/specs/,"Смартфон Apple iPhone 11 128Gb,  A2221,  белый",MHDJ3HN/A,APPLE,Смартфоны,A2221,1909948
https://www.apple.com/ru/iphone-11/specs/,"Смартфон Apple iPhone 11 128Gb,  A2221,  белый",MHDJ3B/A,APPLE,Смартфоны,A2221,1909949
https://www.apple.com/ru/iphone-11/specs/,"Смартфон Apple iPhone 11 64Gb,  A2221,  черный",MHDA3HN/A,APPLE,Смартфоны,A2221,1909951
https://www.apple.com/ru/iphone-11/specs/,"Смартфон Apple iPhone 11 64Gb,  A2221,  черный",MHDA3TH/A,APPLE,Смартфоны,A2221,1909952
https://www.apple.com/ru/iphone-11/specs/,"Смартфон Apple iPhone 11 64Gb,  A2221,  белый",MHDC3TH/A,APPLE,Смартфоны,A2221,1909953
https://www.apple.com/ru/iphone-11/specs/,"Смартфон Apple iPhone 11 64Gb,  A2221,  белый",MHDC3HN/A,APPLE,Смартфоны,A2221,1909954
https://www.apple.com/ru/iphone-11/specs/,"Смартфон Apple iPhone 11 128Gb,  A2221,  (PRODUCT)RED",MHDK3RM/A,APPLE,Смартфоны,A2221,1909956
https://www.apple.com/ru/iphone-12/specs/,"Смартфон Apple iPhone 12 128Gb,  A2403,  черный",MGJA3HN/A,APPLE,Смартфоны,A2403,1910038
https://www.mi.com/ru/product/xiaomi-13-lite/specs,"Смартфон Xiaomi 13 Lite 8/256Gb,  черный",44227,XIAOMI,Смартфоны,нет,1910058
https://www.mi.com/ru/product/xiaomi-13-lite/specs,"Смартфон Xiaomi 13 Lite 8/256Gb,  голубой",44210,XIAOMI,Смартфоны,нет,1910063
https://www.mi.com/ru/product/xiaomi-13-lite/specs,"Смартфон Xiaomi 13 Lite 8/256Gb,  розовый",44220,XIAOMI,Смартфоны,нет,1910065
https://ru.tecno-mobile.com/phones/product-detail/product/phantom-x2/,"Смартфон TECNO Phantom X2 8/256Gb,  серебристый",TCN-AD8.256.MOSI,TECNO,Смартфоны,нет,1911189
https://ru.tecno-mobile.com/phones/product-detail/product/phantom-x2/,"Смартфон TECNO Phantom X2 8/256Gb,  звездная пыль",TCN-AD8.256.STGR,TECNO,Смартфоны,нет,1911193
https://ru.tecno-mobile.com/phones/tech-specs/tecspecs/phantom-x2-pro/,"Смартфон TECNO Phantom X2 Pro 12/256Gb,  серый",TCN-AD9.256.STGR,TECNO,Смартфоны,нет,1911194
https://www.samsung.com/sa_en/smartphones/galaxy-a/galaxy-a14-black-mist-64gb-sm-a145pzkdmea/#specs,"Смартфон Samsung Galaxy A14 4/64Gb,  SM-A145,  светло-зеленый",SM-A145FLGUCAU,SAMSUNG,Смартфоны,SM-A145,1911779
https://www.samsung.com/sa_en/smartphones/galaxy-a/galaxy-a14-black-mist-64gb-sm-a145pzkdmea/#specs,"Смартфон Samsung Galaxy A14 4/64Gb,  SM-A145,  серебристый",SM-A145FZSUCAU,SAMSUNG,Смартфоны,SM-A145,1911782
